name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Anthony Gonzales,DT,25.5,6024,293,5.4,5.07,24,23,73.4
Juan Gonzalez,DT,,6025,293,5.42,5.07,24,23,73.3
Shaquille Smith,DT,,6000,274,5.3,4.91,,18,72.9
Damon Williams,NT,,6035,335,5.71,5.03,22,16,70.7
Nigel Crawford-Kinney,DT,,6044,307,5.22,5.15,20.5,21,69.6
B.J. Dubose,DT,23.7,6040,284,5.06,,,26,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
B.J. Dubose,DT,23.7,6040,284,5.06,,,26,
Davis Tull,EDGE,23.9,6023,246,4.57,4.03,42.5,26,152.1
Vic Beasley,EDGE,23.1,6030,246,4.53,4.15,41,35,151.5
Bud Dupree,EDGE,22.6,6040,269,4.56,4.48,42,,145.7
Owa Odighizuwa,EDGE,23.5,6034,267,4.62,4.19,39,25,142.4
Frank Clark,EDGE,22.2,6027,271,4.64,4.05,38.5,19,141.6
Nick Seither,EDGE,,6026,273,4.65,,39,31,141
Danielle Hunter,EDGE,20.9,6051,252,4.57,4.35,36.5,25,140.4
Randy Gregory,EDGE,22.9,6047,235,4.53,4.23,36.5,24,138.5
Shaquille Riddick,EDGE,22.5,6057,244,4.62,4.34,36,19,133.4
Preston Smith,EDGE,22.9,6047,271,4.74,4.28,34,24,133
Eli Harold,EDGE,21.8,6031,247,4.6,4.16,35,24,132.9
Jamil Cooks,EDGE,24.4,6026,237,4.76,4.25,39,21,130.7
Josh Shirley,EDGE,,6014,234,4.58,4.45,38.5,31,128.9
Marcus Rush,EDGE,24.2,6022,247,4.66,4.28,34,24,128.8
Jaycee Totty,EDGE,,6017,256,4.8,4.16,30,29,128.4
Trey Flowers,EDGE,22,6021,266,4.83,4.4,36.5,28,127.8
Will Schwarz,EDGE,25.3,6040,257,4.7,4.35,35,31,127.3
Joe Wiktorek,EDGE,24.6,6022,260,4.8,4.39,35,,127
Geneo Grissom,EDGE,23.3,6033,262,4.8,4.38,37,24,125.2
Ryan Russell,EDGE,23.7,6042,269,4.66,4.47,32.5,25,125.1
Anthony Chickillo,EDGE,22.8,6031,267,4.79,4.25,34.5,27,125.1
Deiontrez Mount,EDGE,22.6,6046,249,4.64,4.32,31,28,124.6
Kyle Emanuel,EDGE,24,6032,255,4.77,4.25,34,27,123.9
Matt Longacre,EDGE,,6032,260,4.75,4.26,33,22,122.1
Obum Gwacham,EDGE,24.5,6053,246,4.72,4.28,36,22,121.7
Brad Harrah,EDGE,24.2,6050,270,4.89,4.54,33.5,26,120.7
LeBrandon Richardson,EDGE,,6005,243,4.68,4.52,38,,120.2
Brad Bars,EDGE,22.4,6030,261,4.77,4.3,32,27,120.1
Maxx Forde,EDGE,23.9,6040,265,4.72,4.41,35.5,15,119.6
Daniel Holland,EDGE,24.9,6024,252,4.73,,36,,119.4
Jordan DeWalt-Ondijo,EDGE,23.3,6036,239,4.65,4.38,35.5,17,119.3
Zack Wagenmann,EDGE,23.1,6031,247,4.82,4.26,37.5,16,119
Dante Fowler,EDGE,21.1,6025,261,4.6,4.32,32.5,19,118.7
Mario Edwards,EDGE,21.5,6025,279,4.84,4.55,32.5,32,117.9
Jay Eakins,EDGE,,6015,274,4.77,4.53,34.5,24,117.6
Carlos Thompson,EDGE,23.6,6042,252,4.75,4.54,38,,117.3
Dylan Wynn,EDGE,22.3,6016,283,5.05,4.5,33.5,43,117.2
Art Norman,EDGE,,6000,247,4.7,4.37,36,19,117.1
Brock Hekking,EDGE,23.9,6032,255,4.75,4.42,33,28,117
Zack Hodges,EDGE,23.3,6024,250,4.68,4.65,33.5,,116.9
Reuben Frank,EDGE,22.9,6025,248,4.78,4.41,33.5,29,116.4
Max Valles,EDGE,21.1,6045,251,4.83,4.37,36.5,,115.9
Brett Bowers,EDGE,23.4,6023,262,4.91,4.35,33,27,115.8
Nordly Capi,EDGE,23.1,6017,247,4.69,4.51,30.5,31,115.5
Andre Monroe,EDGE,23.6,5104,294,4.84,4.41,29.5,29,115.4
Joe Drummond,EDGE,,6016,240,4.81,4.2,30,22,114.4
Darius Allen,EDGE,,6015,241,4.7,4.3,31.5,19,114.2
Bret Shannon,EDGE,24.7,6017,235,4.77,4.32,34,25,114.1
Cody Muller,EDGE,24.9,6025,260,4.81,4.51,33.5,29,113.6
Ryan Delaire,EDGE,23.7,6041,254,4.84,4.51,33.5,23,113.5
Sean Bacon,EDGE,23.3,6023,235,4.65,4.57,33,19,113.5
Cory Morrissey,EDGE,21.9,6031,254,4.75,4.59,34,22,113
Cody Galea,EDGE,23.8,6015,241,4.72,4.55,35.5,30,113
Lynden Trail,EDGE,24.5,6065,269,4.86,4.48,32.5,24,112.9
Deion Barnes,EDGE,22.7,6040,257,4.95,4.32,34,31,112.6
Brennen Beyer,EDGE,22.9,6040,256,4.84,4.22,33.5,20,112.6
Cedric Reed,EDGE,22.9,6052,269,4.81,4.45,31,22,111.9
Seyi Adebayo,EDGE,24.2,6027,249,4.95,4.37,34,19,111.3
Darrius McMullin,EDGE,24.7,6015,272,5.01,4.53,34.5,,111.1
Tony Washington,EDGE,23.3,6035,247,4.77,4.31,32.5,20,110.9
Dustin Martin,EDGE,25.5,6023,265,4.96,4.43,33,29,110
Nate Orchard,EDGE,22.8,6032,250,4.8,4.43,31.5,23,108.8
TraVaughn Paschal,EDGE,,6020,255,4.78,4.71,32.5,,108.8
Jack Sherlock,EDGE,,6033,243,4.72,4.41,31,17,108.4
Evan Hudson,EDGE,,6022,248,4.98,4.3,31,23,108.3
Brandon Lee,EDGE,,6014,243,4.92,4.46,38.5,,108.3
Tyler Gilbert,EDGE,23.8,6017,254,4.59,4.55,29.5,21,108.2
Beau Yap,EDGE,24,6006,247,4.83,4.46,32.5,24,108.2
Andrew Hudson,EDGE,,6022,248,4.97,4.3,31,23,108
Shane Ray,EDGE,21.3,6025,245,4.68,4.58,33,21,107.7
Octavio Gonzalez,EDGE,,6034,261,4.81,4.4,29,29,107.5
Beau Martin,EDGE,,6012,256,4.87,4.33,31,22,107.3
Tavaris Barnes,EDGE,23.9,6036,282,4.8,4.65,31,22,107.3
C.J. Olaniyan,EDGE,24.2,6034,253,4.85,4.43,31,22,107
Dezmond Johnson,EDGE,23.6,6031,245,4.83,4.57,33,,107
B.J. Larsen,EDGE,26.7,6047,264,4.85,4.44,31,18,106.9
Za'Darius Smith,EDGE,23,6044,274,4.72,4.64,29,23,106.8
Hau'oli Kikaha,EDGE,23.2,6023,253,4.93,4.37,34.5,20,106.7
Julian Howsare,EDGE,,6022,254,4.75,4.52,32,19,106.7
Ray Drew,EDGE,23,6040,265,4.81,4.45,32.5,18,106
Zach Patt,EDGE,23.7,6011,244,4.79,4.45,32,,106
Josh Alaeze,EDGE,,5114,243,4.89,4.4,34.5,,105.9
Lorenzo Mauldin,EDGE,23,6035,259,4.85,4.58,32,23,105.6
Ryan Mueller,EDGE,24.4,6016,245,4.83,4.21,33,18,105.5
Rashod Favors,EDGE,,5117,253,4.65,4.89,34,26,105.4
Nick Napolitano,EDGE,29.7,6014,249,4.91,4.42,34,15,105.4
Mike Reilly,EDGE,,6030,261,4.97,4.37,30.5,26,105.1
Stephon Sanders,EDGE,,6021,254,4.84,4.4,30.5,18,104.6
Evan Hudson,EDGE,,6044,261,5.09,4.44,31,,103.4
Martin Ifedi,EDGE,24,6031,275,4.88,4.58,31,17,103.3
Dasman McCullum,EDGE,23.5,6046,246,4.84,4.48,32,17,103.2
Theo Rich,EDGE,24,6013,251,4.85,4.49,30.5,,102.9
Greg Reese,EDGE,23.5,6043,275,4.97,4.64,29.5,30,102.5
Arthur Miley,EDGE,,6055,263,4.75,4.75,34,17,101.7
Jordan Sparkman,EDGE,24,6047,288,5.11,5.08,30.5,26,101.5
Kendall Montgomery,EDGE,23.1,6056,269,4.89,4.6,33,20,101.4
Brandon Wilkinson,EDGE,24.1,6033,241,4.71,4.93,37.5,13,101.2
Nmesoma Okafor,EDGE,,6045,250,4.77,4.5,29.5,19,101
Corey Crawford,EDGE,23.9,6052,299,5.01,4.65,33,17,100.9
Ben Perry,EDGE,24,6041,269,5.07,4.4,31.5,18,100.8
Houston Bates,EDGE,24.8,6011,238,4.66,4.29,26.5,,100.6
Nii Lartey,EDGE,,5115,249,4.83,4.48,30,25,100.4
Sage Harold,EDGE,23.9,6026,242,4.64,4.69,31.5,21,100.1
Deuce Robinson,EDGE,21.9,6040,247,4.93,4.56,32,27,100.1
Nick Richardson,EDGE,23.3,6011,242,4.81,4.44,32,12,99.8
Jeff Covitz,EDGE,22.6,6014,241,4.88,4.7,32,22,99.3
Pat O'Hara,EDGE,,6025,247,4.94,4.6,31.5,24,99.2
Michael Amaefula,EDGE,22.9,6013,237,4.83,4.47,32,15,98.6
Kyle Woestmann,EDGE,23.9,6027,253,4.97,,34,21,98.6
Markus Golden,EDGE,,6023,260,4.75,4.59,28.5,17,97.9
Arnold Blackmon,EDGE,,6010,254,4.94,4.74,33,26,97.6
David Perry,EDGE,,6051,250,4.81,4.56,30.5,17,97.4
Justice Akuezue,EDGE,24.5,6027,237,4.94,4.6,34.5,18,96.9
Chris Hummingbird,EDGE,23.2,6012,258,5.02,4.45,31.5,22,96.8
Gavin Stansbury,EDGE,23,6030,255,4.96,4.83,33,25,96.5
Bryan Thomas,EDGE,23.9,6020,247,4.87,4.63,30,22,96.4
Paul Quessenberry,EDGE,,6014,239,4.8,4.52,29.5,24,96.2
Zachary Williams,EDGE,,6045,266,4.96,5.02,32,16,96.1
Sonny Puletasi,EDGE,23.4,6020,244,4.95,4.51,32.5,21,96.1
Diaheem Watkins,EDGE,22.4,6034,260,4.87,4.63,31,20,95.8
Giovani Francois,EDGE,22.9,6007,238,4.91,4.58,30.5,15,95.6
Everett Ellefsen,EDGE,23.1,6021,243,4.91,4.52,30.5,19,95.5
J.R. Tavai,EDGE,22,6016,249,4.91,4.63,30.5,23,95.5
Ty Phillips,EDGE,,6010,258,4.93,4.53,30.5,21,94.9
Jermauria Rasco,EDGE,23,6030,247,4.72,4.65,28.5,12,94.9
Tyler Williamson,EDGE,23.9,6005,226,4.87,4.33,31,13,94.8
Ridge James,EDGE,24.1,6040,248,4.95,4.72,35,17,94.5
Jamal Baker,EDGE,,6023,262,4.94,4.7,30,23,94.1
Marcus Wright,EDGE,24.4,6036,261,4.72,4.68,30.5,14,93.9
Adrian Blake,EDGE,23.7,6014,252,4.81,4.74,31,,93.9
Desmond Williams,EDGE,,5107,237,4.79,4.78,29,20,93.9
Glennon Bobo,EDGE,,5100,259,4.96,4.63,32,24,93.3
Alec May,EDGE,,6030,246,4.94,4.48,29.5,19,93.2
Erik Williams,EDGE,24,6024,270,5,4.83,30.5,23,93.1
Ray Bush,EDGE,23.2,6022,237,5,4.49,31,26,93.1
Xzavier Dickson,EDGE,23,6034,260,4.74,4.53,29.5,19,92.9
Jonathan Louis,EDGE,24,6051,259,5.19,4.77,34.5,25,92.5
Daryl Mason,EDGE,22,6030,242,4.74,4.55,27.5,11,92.1
Felton Collins,EDGE,22.8,6036,265,5.01,5.01,30,21,91.9
Eric Braswell,EDGE,22.9,6043,264,5.03,4.66,29,17,91.4
Steve Miller,EDGE,,6026,256,5,4.49,29,21,90.7
LaDarius Owens,EDGE,24,6011,236,4.97,,31,29,90.1
Charlie Walker,EDGE,23.1,6024,250,4.83,4.69,25.5,25,90
Siuea Vaesau,EDGE,23.4,6020,244,5.05,4.67,31,19,89.7
Daniel Pinnix,EDGE,,6005,230,5.08,4.8,30.5,23,89.5
Tedroy Lynch,EDGE,,6010,248,5.09,4.95,32,24,89.4
Brett Biestek,EDGE,24.2,6025,255,4.93,4.65,26,19,89.2
Aamir Petrose,EDGE,,6040,235,4.84,4.75,32,16,89.1
Zach Triner,EDGE,,6020,241,4.9,4.75,30,,88.5
Ra'Shawde Meyers,EDGE,,6036,254,5.13,4.59,31.5,21,88.1
Kalvin Davis,EDGE,25.9,6022,249,4.87,4.85,30.5,,88
Michael Daniels,EDGE,,6025,270,5.23,4.54,29,,88
Tevin Davis,EDGE,,5117,257,5.05,4.67,32.5,16,87.5
Gary Scruggs,EDGE,24.5,5114,264,5.05,4.9,27,20,87
Montavious Skelton,EDGE,24.6,6003,264,4.78,4.81,26,28,86.9
Edward Mosley,EDGE,,6021,251,4.9,4.65,32.5,21,86.9
Andre Robinson,EDGE,23.3,6011,242,4.9,4.56,26.5,21,86.7
Marius Burgsmueller,EDGE,27.3,6052,272,5.25,4.68,30,27,86.6
David Sumter,EDGE,,6016,271,5.09,4.68,29.5,26,86.1
Chris Terry,EDGE,,6030,255,4.93,4.64,33.5,17,85.8
Jovontay Williams,EDGE,25.3,6016,258,4.94,4.75,30.5,20,85.3
Felix Small,EDGE,25,6021,242,5,5.21,33.5,24,85.3
Justin Utupo,EDGE,,6007,257,5.1,4.7,30,22,85.3
Jerrell Jordan,EDGE,23.8,6025,250,4.9,4.96,27.5,17,85.2
Rony Barrow,EDGE,23.8,6004,290,5.06,4.77,27,25,85.2
David Kafovalu,EDGE,23.2,6042,250,5.03,4.53,30.5,14,84.3
Micah Robinson,EDGE,23.9,6031,275,5.18,4.65,24,,84.1
Norkeithus Otis,EDGE,23,6020,235,4.96,4.5,26,17,83.9
Nic Bekkers,EDGE,24.3,6050,230,4.96,4.44,32,9,83.6
Detorrius Shipley,EDGE,,6017,254,5.04,4.69,26,16,83.4
Juda Parker,EDGE,22.4,6011,278,5.4,4.63,28,,83
David Mackall,EDGE,24.5,6032,233,4.94,4.52,27.5,14,82.9
Paul Crawford,EDGE,,6080,257,5.01,4.51,27,10,82.9
Keith Bowers,EDGE,,6007,285,5.2,4.78,24.5,28,81.5
Brandon Timmons,EDGE,22.2,6006,239,5.07,4.63,29,21,80.6
Malcolm Edmond,EDGE,23.6,6014,254,5.15,4.85,26,16,80.3
Darius Lively,EDGE,23.8,6035,256,5,4.7,27.5,15,79.4
DeJazz Woods,EDGE,22.3,6024,252,4.97,4.93,26,15,79
Christopher Robinson,EDGE,23.5,6014,230,5.15,4.66,28.5,15,78.4
Tyre Coleman,EDGE,,6004,266,5,4.82,28,16,78.1
Anthony Williams,EDGE,22.8,6034,257,5.21,4.38,28.5,14,77.4
Robert Singletary,EDGE,23.5,6017,244,5.04,4.84,26,14,76.9
Shubert Bastien,EDGE,22,6047,254,5.07,4.65,31,20,76.8
Matt Mosley,EDGE,,6012,238,5.07,4.87,27.5,18,74.8
Keith Curran,EDGE,23.4,6027,231,5.09,4.7,28,25,74.4
Robert Welsh,EDGE,23.9,6022,247,5.05,4.57,28,16,74.4
Alex Markarian,EDGE,,6027,267,5.23,4.79,26,23,73.3
DeAndre Slate,EDGE,,6010,262,5.25,4.84,26.5,18,70.6
Taylor Carney,EDGE,,6015,269,5.39,5.07,27.5,20,70.6
David Adebiyi,EDGE,,6045,260,5.41,4.88,23.5,,69.3
Melvin Jones,EDGE,23.3,6003,265,5.19,4.9,23,19,66.1
Terrell Hartsfield,EDGE,,6026,260,,,33.5,20,
Jamal Young,EDGE,24.8,6024,240,4.62,,,,
Sam Wren,EDGE,23.8,6015,255,,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Sam Wren,EDGE,23.8,6015,255,,,,,
Jimmy Hall,ILB,,6010,228,4.44,4.24,39.5,24,141.1
Mark Nzeocha,ILB,25.8,6023,232,4.52,4.3,39,24,140.7
Stephone Anthony,ILB,23.1,6025,243,4.56,4.03,37,23,137.5
Cameron Ontko,ILB,23.5,5106,222,4.48,4.16,40,19,136.3
Jordan Hicks,ILB,23.2,6013,236,4.68,4.15,38,20,134.2
Eric Kendricks,ILB,23.6,6002,232,4.61,4.14,38,22,132.6
Ben Heeney,ILB,23.4,6002,231,4.59,4,33.5,19,129.6
Trevor Roach,ILB,23.6,6021,237,4.79,4.21,35.5,25,128.3
Alani Fua,ILB,,6046,238,4.57,4.15,35.5,20,128.3
Kwon Alexander,ILB,21.1,6006,227,4.55,4.2,36,24,128.3
D.J. Alexander,ILB,24,6015,233,4.54,4.24,34.5,17,127.8
Dan Sullivan,ILB,,6011,225,4.64,4.58,38,33,127.4
Benardrick McKinney,ILB,23.9,6041,246,4.66,4.27,40.5,16,127.1
Victor Simmons,ILB,,6002,218,4.7,4.42,41,18,126.4
Kevin Snyder,ILB,23.1,6024,238,4.56,4.31,35,23,125.5
Troy Gray,ILB,,5116,215,4.72,4.31,39,16,125.4
Cole Farrand,ILB,23,6024,231,4.74,4.2,34.5,,125.1
Tony Steward,ILB,23,6005,241,4.62,4.32,34.5,29,124.8
Joe Koonce,OLB,,6026,245,4.86,4.53,41,,125.2
Reshard Cliett,ILB,,6021,222,4.49,4.53,38.5,21,124.2
Derek Akunne,ILB,,5111,236,4.58,4.24,35.5,19,123.8
Boris Anyama,ILB,24,6024,230,4.68,4.38,37,23,123.5
Diego Lubin,ILB,25.4,5110,253,4.73,4.43,32.5,44,123.2
Jared Brackens,ILB,22.5,6007,211,4.51,4.22,35,16,123.1
Jake Ryan,ILB,23.6,6023,240,4.65,4.2,34.5,20,123
Derek Largent,ILB,22.6,6025,231,4.64,4.36,36.5,27,123
Matthew Wells,ILB,24.9,6016,222,4.42,4.26,35.5,15,122.7
Neiron Ball,ILB,23.1,6023,236,4.65,4.26,34.5,22,122.1
Lee Skinner,ILB,,6016,244,4.83,4.41,37,29,122
Sam Eguavoen,ILB,22.6,6001,222,4.67,4.34,38.5,16,122
Kevin Kintzel,OLB,22.8,6016,232,4.7,4.29,35.5,21,122.2
Damien Wilson,ILB,22.3,6000,245,4.77,4.2,37,22,121.9
Bryce Hager,ILB,23.4,6006,234,4.6,4.36,35,26,121.9
Drew Misita,ILB,,6004,247,4.58,4.45,33,25,121.8
Cameron Lynch,ILB,22,5115,229,4.79,4.07,35,29,121.4
Edmond Robinson,ILB,,6025,245,4.61,4.38,37,20,120.9
Gabe Martin,ILB,23.3,6020,234,4.58,4.47,35.5,23,120.7
Curtis Grant,ILB,,6024,240,4.7,4.42,36,21,119.7
Mike Hull,ILB,24.3,5117,237,4.65,4.15,30.5,31,119.7
Jacoby Hale,ILB,23.4,5117,231,4.55,4.43,33,26,119.6
Forisse Hardin,ILB,22.4,5113,223,4.62,4.5,35.5,20,119.3
Martrell Spaight,ILB,22.1,5117,236,4.8,4.28,35,25,118.8
Edwin Jackson,ILB,23.8,5111,228,4.72,4.4,35.5,30,118.5
Shaq Thompson,ILB,21.4,6001,228,4.64,4.08,33.5,20,118.4
Kaleb Muse,ILB,,5110,242,4.73,4.47,37.5,21,118.1
Matt Robinson,ILB,23.8,6031,247,4.73,4.24,34,13,117.9
Andrew Bose,ILB,,6011,234,4.71,4.37,35,25,117.9
Brandon Golson,ILB,,6015,226,4.68,4.38,33,22,117.5
Tavarus Dantzler,ILB,24,6020,233,4.65,4.53,35.5,21,117.2
Marke Powell,LB,24,6034,235,4.73,4.54,36.5,33,116.7
A.J. Tarpley,ILB,23.4,6002,232,4.75,4.29,34,24,116.8
Quayshawn Nealy,ILB,24,6000,236,4.69,4.34,35.5,20,116.7
Denzel Perryman,ILB,22.8,5106,236,4.7,4.39,33,30,116.7
Jared Koster,OLB,,6005,223,4.56,4.41,37,17,115.4
Jonathan Anderson,ILB,,6011,231,4.52,4.68,34.5,26,115.9
Todd Thomas,ILB,24.4,6013,233,4.69,4.4,32,15,115.3
Collin Garrett,ILB,22.5,5115,235,4.74,4.26,38,21,115.2
Yannik Cudjoe-Virgil,OLB,,6021,248,4.8,4.25,30,27,114.2
Travis Williams,OLB,24.8,6025,225,4.67,4.46,32.5,,114.1
Zach Vigil,ILB,24.5,6020,236,4.67,4.41,32,26,114.9
Efrem Oliphant,ILB,24.5,6003,228,4.72,4.38,32,27,114.9
David Mayo,ILB,22.1,6010,235,4.7,4.31,34.5,24,114.8
Thurston Armbrister,ILB,,6016,235,4.67,4.44,33.5,20,114.8
Chi Chi Ariguzo,ILB,,6012,236,4.72,4.48,36,21,114.8
Ryan Coleman,OLB,23.9,6014,239,4.62,4.38,35,20,113.8
Kendall Moore,ILB,,6011,237,4.63,4.57,32.5,24,114.4
Justin March,ILB,22.2,5111,227,4.68,4.44,36,17,114.4
Carlton Littlejohn,ILB,23.1,6010,219,4.67,4.43,36,21,114.4
Neville Hewitt,ILB,,6013,231,4.64,4.65,37,,114.4
Aaron Roane,ILB,,6010,233,4.71,4.32,32.5,22,114.3
Dinnus Harding,ILB,23.5,5113,229,4.73,4.31,33,13,114.2
Donnie Baggs,ILB,22.9,6011,236,4.58,4.6,35,22,114.2
Rush Seaver,ILB,21.8,6014,242,4.87,4.56,37,29,113.6
Alex Singleton,ILB,21.9,6022,233,4.63,4.25,31,15,113
Justin Oxendine,OLB,23.1,6017,242,4.77,4.38,34,19,111.7
Alex Glover,ILB,,5114,240,4.64,,29,24,112.5
James Vaughters,ILB,22.2,6017,248,4.85,4.47,32.5,35,112.5
Jeff Luc,ILB,23.6,6001,251,4.58,4.56,34,,112.4
Jason Taylor,OLB,22.2,6016,230,4.72,4.33,32,25,111.3
Gary Wilkins,ILB,23.7,6014,240,4.76,4.67,36,24,112.3
John Timu,ILB,,6000,243,4.8,4.47,32,33,112.3
Matthew Bailey,OLB,22.7,5094,210,4.59,4.42,35,19,111.1
Jonathan Truman,ILB,23.8,5107,221,4.62,4.48,33,27,112.2
Tyrell Adams,OLB,,6016,228,4.59,4.38,33,8,110.7
Hayes Pullard,ILB,23.5,6004,240,4.61,4.39,31,19,111.7
D.J. Lynch,ILB,23,6000,249,4.68,4.54,31,25,111.7
Nick Temple,ILB,22,5091,218,4.62,4.4,34,18,111.4
Stephan Martin,OLB,23.1,5110,240,4.82,4.48,37,17,109.9
Jordan Stanton,ILB,22,6000,231,4.72,4.4,35,,111.2
Ramik Wilson,ILB,23,6016,237,4.62,4.51,35,23,110.7
Junior Sylvestre,ILB,23.8,5117,233,4.52,4.57,30.5,26,110.6
Michael Doctor,ILB,24.9,5111,228,4.73,4.36,30.5,27,110.6
Josh Keyes,ILB,22.7,6020,230,4.66,4.34,29,22,110.6
Jon Shelby,OLB,24.1,6010,214,4.6,4.52,31.5,26,109.2
Zaire Anderson,ILB,23.1,5106,228,4.81,4.45,34.5,18,110.3
Cyrus Coen,ILB,,5107,217,4.64,4.32,33.5,28,109.7
Nick Dzubnar,ILB,24.4,6010,241,4.67,4.46,34,29,109.7
Javarie Johnson,ILB,24.4,6031,245,4.78,4.47,35,19,109.6
Brandon Pittman,ILB,,6013,230,4.71,4.41,34,14,109.4
Justin Shirk,ILB,,6001,240,4.7,4.54,33.5,30,109.2
Michael Orakpo,ILB,24.6,6003,231,4.78,4.44,34,29,109.2
Kevin Thomas,ILB,23,6014,232,4.66,4.44,35,18,109.1
Stanley Andre,ILB,23.3,6015,240,4.84,4.42,32.5,26,108.7
Dyshawn Davis,ILB,23.2,6020,227,4.65,4.4,32,19,108.4
Michael Reynolds,ILB,,6014,239,4.62,4.4,31,15,108.2
Amarlo Herrera,ILB,24,6005,244,4.75,4.27,32,23,107.7
Paul Dawson,ILB,22.7,6001,230,4.75,4.49,30,21,107.1
Ron Omara,ILB,,6015,240,4.78,4.32,33.5,22,107
Ronnie Hamlin,ILB,25.4,6014,229,4.71,4.46,33,11,107
Maurice Falls,ILB,23.8,6016,233,4.61,4.41,31.5,18,107
Blake Renaud,ILB,,6014,246,4.9,4.18,33,20,106.9
Justin Williams,OLB,,5111,210,4.7,4.43,36,19,104.8
Rodman Noel,ILB,,6031,222,4.67,4.43,33,16,106.7
Tyrelle Johnson,OLB,23.9,5114,224,4.69,4.34,28.5,20,104.7
Daunte Carr,ILB,24,6016,224,4.73,4.68,36,22,106.4
Mike Zeuli,ILB,23,6017,234,4.79,4.38,33,18,106.3
Jonathan Spain,ILB,24.1,6010,234,4.77,4.5,34,,106.3
Joe Gilliam,ILB,23.5,6005,225,4.64,,30,15,105.2
Taiwan Jones,ILB,21.9,6025,245,4.89,4.33,33.5,19,105
Charles Harris,ILB,22.9,6016,239,4.85,4.37,34,21,104.9
Jens Jeters,ILB,22.1,6002,237,4.6,4.65,30.5,23,104.6
Anthony Gonzalez,ILB,24.2,6015,233,4.81,4.28,32.5,14,104.5
Markus Pierce-Brewster,LB,24,6041,238,4.68,4.52,29.5,16,102.8
Quinton Alston,ILB,22,6006,237,4.77,,34,18,104
Tyler Watkins,ILB,23.1,6022,222,4.73,4.46,32,29,103.9
D.J. Welter,ILB,24,6000,232,4.7,4.46,33.5,19,103.7
David Cooper,ILB,23.9,6000,224,4.87,4.41,31,22,103.6
Terrance Plummer,ILB,,5113,231,4.88,4.41,33.5,22,103.4
Michael Easton,OLB,,5100,214,4.77,4.62,33.5,26,100.5
Lamonte Edwards,OLB,24,6006,204,4.68,4.4,32,16,100.2
C.J. Mizell,ILB,24.5,6014,234,4.72,4.63,31,22,102.3
Karl Mickelsen,ILB,23,5116,234,4.7,4.4,30.5,21,102.1
Derrick Malone,ILB,,6013,230,4.71,4.39,29.5,25,101.9
Isiah Corbett,ILB,23.5,6002,245,4.79,4.65,32,21,101.9
L.A. Goree,ILB,24,6016,231,4.95,4.36,31.5,21,101.3
Demarco Cobbs,ILB,,6010,222,4.65,4.51,31.5,21,101.2
Xavier Russo,ILB,,6046,257,4.71,4.61,31.5,24,101.1
Isaiah Fleming,ILB,,5102,227,4.63,4.46,30.5,20,100.9
Chase Williams,ILB,23.9,6011,231,4.82,4.38,32,22,100.5
Eric Reimer,LB,,6013,235,4.74,4.66,29.5,21,98.9
Marcell Jones,OLB,23,5110,228,4.69,4.59,34,23,97.5
Qushaun Lee,ILB,23.2,5100,231,4.75,4.71,36,17,100.4
Austin Hasquet,ILB,23.8,6007,232,4.7,4.52,31,29,100.3
Terry Ross,LB,,5113,238,4.81,4.48,34,20,98.4
Gabe Middlebrook,ILB,,6006,226,4.77,4.57,32,,100
Andrae Kirk,ILB,22,6006,231,4.69,5.01,33.5,19,99.9
Cameron Nwosu,ILB,23.3,5085,232,4.81,4.32,29,21,99.8
Travis Hansen,ILB,23.7,6014,226,4.8,4.41,27.5,21,99.4
Jermaine Holmes,ILB,,5104,234,4.82,4.7,36.5,22,99.3
Tank Jakes,ILB,22.1,5096,224,4.77,4.41,30.5,17,98.7
Ty Brown,LB,23.2,6041,238,4.79,4.46,30.5,14,96.9
Jerome Howard,ILB,22.7,5110,223,4.7,4.49,32.5,18,98.4
Nigel Terrell,OLB,23.8,6004,223,4.74,4.86,33.5,22,94.9
Tommy Sanders,ILB,23.8,6004,212,4.6,4.6,30,12,97.8
Max Flores,OLB,,5110,226,4.75,4.56,33,28,94.4
Gabe Ostrow,ILB,24,6001,248,4.97,4.45,33,19,97.3
Alex Twine,ILB,21.8,6001,235,4.87,4.55,31.5,16,97.3
Takari Johnson,ILB,,6002,238,4.72,4.57,31.5,25,97.2
Earnest Thomas,OLB,24.8,6003,209,4.89,4.25,32,11,93.9
Devyn Harris,ILB,24.9,6021,229,4.83,4.4,31.5,21,97.2
V.J. Fehoko,ILB,24.1,5104,223,4.82,4.53,31,32,96.6
T.J. Taimatuia,OLB,,6025,236,4.77,4.58,32.5,20,93.1
Fred Williamson,ILB,,5096,219,4.8,4.33,32,17,96
Marcell Coke,ILB,22.9,6003,221,4.71,4.63,31,15,95.8
Kyle Lamothe,OLB,,6015,227,4.75,4.68,30.5,14,92.2
Jabral Johnson,ILB,22.6,6003,230,4.88,4.48,32,,95.4
Deshawn Dinwiddie,LB,,6012,208,4.9,4.31,31.5,13,93.3
Trevor Ishmael,OLB,22.5,6005,209,4.78,4.43,30,17,91.7
Philip Selin,OLB,,6020,236,4.85,4.54,30,24,91.5
Tyler Zimmer,ILB,,6013,237,4.93,4.71,34,24,95.1
