name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Kamu Grugier-Hill,SS,,6021,208,4.45,4.2,38.5,15,134.3
Kentrell Brice,FS,,5114,206,4.41,4.4,42,21,128.5
Peni Vea,SS,,6012,206,4.46,4.29,39,19,126.9
Keanu Neal,SS,21.1,6004,211,4.62,4.2,38,17,126.7
T.J. Green,FS,21.5,6024,209,4.34,4.41,35.5,13,124.7
Kavon Frazier,FS,22.1,5117,217,4.58,4.4,40.5,18,124.3
Jalen Mills,FS,22.4,6000,191,4.47,4,37,16,123.8
Miles Killebrew,SS,,6017,217,4.65,4.18,38,22,123.9
Qujuan Floyd,SS,,5112,195,4.51,4.38,39.5,,123.3
Clayton Fejedelem,SS,,5117,204,4.54,4.3,40.5,20,122
Derrick Kindred,FS,22.7,5100,207,4.59,4.29,37.5,,120.1
Jordan Lomax,FS,22.9,5097,202,4.66,4.15,38.5,8,119
Andrew Williamson,SS,,6006,208,4.48,4.23,35,,119.9
Rocco Scarfone,FS,,5103,185,4.55,4.2,38.5,15,117.8
Denzel Thompson,FS,,6040,204,4.66,4.27,37,13,117.5
Marquis Drayton,FS,,5117,203,4.5,4.34,35,14,117.1
Shannon Edwards,FS,,5101,194,4.44,4.27,35,15,117
Lee Hightower,FS,,6013,198,4.58,4.3,37,16,116.9
K.J. Dillon,SS,24.3,6003,210,4.53,,,11,117.2
Cody Culbertson,FS,,5092,188,4.55,4.2,35.5,19,115.6
D.J. Cameron,SS,,5117,198,4.69,4.14,34.5,12,116.8
Stefan McClure,SS,,5111,203,4.66,4.17,38,17,115.1
Andrew Adams,FS,,5111,201,4.54,4.32,33,24,113.8
Darius Lewis,FS,,5,169,4.66,4.25,41,10,113.4
Raymone Wiggins,SS,,6011,201,4.6,4.3,38.75,19,113.9
Davyon McKinney,FS,,6010,201,4.56,4.35,36.5,9,112.5
Deon Bush,FS,23,6003,199,4.64,,36,17,111.3
Jarrod Wilson,FS,,6012,209,4.55,4.43,36,17,111.3
Tevin Carter,SS,24,6012,218,4.54,4.44,34,19,112.3
Tyvis Powell,FS,,6026,211,4.46,4.25,34.5,15,111.1
Dexter Walker,SS,,5100,206,4.65,4.25,38.5,14,112
Taj Letman,SS,,6014,193,4.51,4.3,34.5,14,111.9
Michael Mudoh,SS,,5086,195,4.52,4.22,32.5,22,111.6
Alex Kocheff,SS,,5091,202,4.63,4.45,,15,111.6
Aaron Macer,SS,,6000,195,4.58,4.38,37,24,111
Will Hayes,FS,,5072,198,4.63,,32.5,27,108.5
Micah Eugene,FS,,5100,200,4.64,4.47,35.5,20,108.4
DeBarriaus Miller,FS,,5097,185,4.57,4.08,33,5,108.1
C.J. Cleveland,SS,,6005,216,4.77,4.39,36,22,109
Travis Green,SS,,6003,215,4.5,4.4,35,17,108.9
Bryce Cheek,FS,,6006,197,4.53,4.52,34,19,107.7
Eilar Hardy,SS,,6001,195,4.65,4.2,36.5,12,107.6
Michael Caputo,SS,,6004,207,4.7,4.29,35.5,,107.5
Hakim Jones,FS,,6015,205,4.65,4.4,37,18,106.5
Jered Bell,FS,,6003,208,4.46,4.3,32.5,20,106.3
Anthony Thompson,FS,,6005,204,4.43,4.37,32.5,,106
DeAndre Houston-Carson,FS,,6006,201,4.54,4.28,32.5,13,106
Nathan Carpenter,SS,,5087,189,4.81,4.24,35.5,20,106.7
Adam Sauder,SS,,6027,223,4.64,4.4,34.5,25,105.7
Jonathan Coleman,SS,,6001,217,4.68,4.6,35.5,17,105.5
Mauricio Sanchez,SS,,5110,208,4.78,4.26,36,18,104.9
Darion Monroe,SS,,5096,201,4.69,4.24,34.5,15,104.2
Jayron Kearse,SS,22.6,6040,216,4.62,4.6,31.5,16,104
Kodi Whitfield,FS,,6014,204,4.75,4.5,32,11,102.8
Joe Colton,SS,,5095,195,4.76,4.36,33.5,15,102.5
Malik Simmons Coming off,SS,,5103,189,4.67,4.25,33.5,20,102.1
Antonio Johnson,SS,,5107,203,4.64,4.53,35.5,13,101.8
Alex Wells,FS,,5107,204,4.75,4.31,32,14,101.2
Zachary DeGrange,SS,,5094,194,4.61,4.19,33.5,13,101.7
Rohan Gaines,SS,,5105,194,4.6,4.48,32,20,101.2
Elijah Shumate,SS,22.6,5116,216,4.58,4.51,33,18,100.8
Vonn Bell,FS,21.7,5106,199,4.53,,30.5,16,99.4
A.J. Stamps,FS,,5107,193,4.67,4.25,33,15,99.2
Jamal Golden,FS,,5107,197,4.66,4.39,34,9,98
Kevin Pierre-Louis,SS,,6005,210,4.8,4.72,35.5,14,98.3
Ian Simon,FS,,5111,199,4.65,4.65,32,15,97.9
Darian Thompson,FS,22.9,6017,208,4.69,4.33,32.5,12,97.6
Donovan Riley,SS,,5104,204,4.6,4.39,32.5,19,97.7
Mitch Lane,SS,,6007,211,4.76,4.69,36,17,97.3
Vincente Miles Jr.,SS,,6006,200,4.66,4.43,32.5,14,97.1
Will Parks,SS,,6003,204,4.63,4.45,31.5,21,96.7
Duke Wheeler,SS,,5092,203,4.79,4.6,38,14,96.5
Anthony Williams Jr.,FS,,5096,189,4.64,4.36,35.5,16,96.2
Johnny Jackson,FS,,5090,188,4.7,4.52,35.5,14,95
Dartez Jacobs,SS,,6005,201,4.69,4.37,31.5,11,94.8
Eddie Horn,SS,,5083,201,4.78,4.29,33.5,16,94.7
Domonique Lennon,SS,,5115,210,4.81,4.46,32.5,21,94.6
Lamarcus Brutus,SS,23.6,5115,206,4.76,4.33,33,14,94.4
Brison Burris,FS,,5104,190,4.63,4.4,31,19,94
Geno Matias-Smith,SS,,5114,192,4.57,4.33,31.5,8,93.8
Marlon Moore,FS,,5091,196,4.9,4.39,35.5,13,93.6
Trevon Stewart,FS,,5082,190,4.73,4.24,33.5,,92.5
Dernard Turner,SS,,5114,196,4.66,4.38,32.5,14,92.5
Jamar Allah,SS,,6000,200,4.59,,30.5,,91.7
Chaz Whittaker,SS,,6007,205,4.8,4.41,29.5,16,91.7
Jahmel McIntosh,FS,,6002,198,4.76,4.42,30,13,90.5
David Clark,SS,,6004,207,4.85,4.68,34.5,16,90.2
Carlos Hutton,FS,,5092,181,4.61,4.59,32,11,89.6
Leviticus Payne,SS,,5077,196,4.57,4.63,32,15,89.3
Jermaine Reve,FS,,5111,198,4.7,4.39,30,17,89.3
Alex Miller,FS,,6007,178,4.79,4.38,32.5,5,89.1
Nate Simon,SS,,6011,194,4.83,,27.5,21,87.6
Adrian McDonald,SS,,5092,190,4.65,4.46,33,10,87.5
Boye Aromire,SS,,5113,203,4.8,4.6,32,3,86.7
Tarris Batiste,SS,,5116,202,4.65,4.48,30.5,18,86.1
Demetrius Woodard,SS,,6014,212,4.95,4.6,31,12,86
Bobby Watkins,SS,,5115,192,4.77,4.33,30,12,83.8
Brad McCurdy,SS,,5113,195,4.82,4.47,29,8,82.7
Trey Dudley-Giles,SS,,5096,194,4.7,4.44,31,13,82.1
Darrin Reddick,SS,,5102,196,4.65,4.53,28.5,8,81.4
Montres Kitchens,FS,,5101,168,4.86,4.39,30,3,77.9
T.J. Worthy,SS,,6010,205,4.83,4.57,29,9,75.5
Jalen Williams,SS,,5100,206,4.79,4.53,28,13,74.5
Eric Johnson,FS,,6010,183,4.7,4.45,31,9,75.5
Jaston George,SS,,5097,177,4.96,,31,15,73.1
Aaron Shaw,SS,,5101,191,5,4.86,31,14,72.9
Donta Clanton,SS,,5084,191,4.77,4.56,28,10,72.7
Denzel Wimberly,SS,,5091,187,4.9,4.5,29.5,,72.2
David Bertucci,SS,,5107,202,5.05,4.55,27.5,12,68.1
Allen Ramsey,SS,,5115,203,4.96,4.7,27,13,64.8
Marrell Jackson,FS,,6003,208,4.93,4.94,28.5,8,65.9
Earl Foster,SS,,5112,191,5.31,4.46,30,11,62.6
Jeremy Cash,SS,23.7,6003,212,,,,13,
Karl Joseph,SS,23,5095,205,,,,,
